cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 184,17/09/2019,Helado,Pairumani,29.7,25,21/08/2019,198,26.7,Supermercado,190,88.47,Descuento Porcentual,26/05/2019,24/07/2019
Cliente 185,27/04/2022,Mantequilla,Nestle,32.4,9,04/04/2022,125,31,Online,272,70.81,Sin Descuento,23/11/2018,13/05/2019
Cliente 186,25/01/2021,Helado,Delizia,72.6,28,17/12/2020,24,73.9,Supermercado,10,33.25,2x1,02/07/2019,19/07/2020
Cliente 187,05/07/2019,Mermelada,Delizia,13.2,28,31/05/2019,65,9.2,Supermercado,103,58.78,2x1,03/02/2020,19/02/2020
Cliente 188,14/03/2020,Queso,Norland,36.5,40,13/02/2020,13,31.9,Agencia,24,93.62,2x1,08/05/2019,23/05/2019
Cliente 189,22/07/2020,Gelatina,Delizia,42.3,133,02/06/2020,47,38.5,Agencia,218,91.2,Descuento Porcentual,18/03/2018,12/09/2018
Cliente 190,15/01/2022,Mermelada,Delizia,92.6,26,13/01/2022,9,95.3,Supermercado,34,14.78,Descuento Porcentual,20/04/2020,23/04/2020
Cliente 191,20/04/2022,Crema de Lecha,Delizia,66.2,5,09/03/2022,54,64,Supermercado,356,37.13,Sin Descuento,10/04/2021,20/11/2021
Cliente 192,18/05/2022,Yogurt Griego,Delizia,50.7,13,28/04/2022,526,49.4,Online,152,54.19,2x1,15/02/2020,19/12/2021
Cliente 193,15/12/2019,Jugo,Delizia,15.7,11,21/11/2019,24,17.4,Online,283,93.72,Descuento Porcentual,09/06/2018,01/01/2022
Cliente 194,01/04/2021,Jugo,Delizia,98.4,9,11/03/2021,10,102.8,Agencia,121,82.32,2x1,01/06/2021,20/06/2021
Cliente 195,01/12/2021,Mantequilla,Nestle,77.2,10,27/11/2021,61,79.9,Supermercado,731,86.7,Descuento Porcentual,23/08/2021,18/09/2021
Cliente 196,26/08/2022,Helado,Delizia,42.1,29,29/06/2022,509,43.2,Online,390,19.34,Sin Descuento,12/01/2018,01/01/2021
Cliente 197,16/11/2020,Leche,Nestle,69.9,25,20/10/2020,23,73.4,Online,193,30.08,Descuento Porcentual,05/11/2019,17/02/2022
Cliente 198,06/02/2020,Yogurt Griego,Delizia,75.3,18,02/02/2020,42,73.5,Supermercado,833,85.27,2x1,17/07/2019,25/07/2019
Cliente 199,14/11/2019,Jugo,Delizia,84,12,05/11/2019,312,82.4,Agencia,290,21.1,Descuento Porcentual,21/12/2019,10/12/2022
Cliente 200,27/01/2019,Crema de Lecha,Delizia,15.8,5,19/12/2018,105,15.9,Supermercado,758,91.52,Descuento Porcentual,19/03/2020,31/12/2021
Cliente 201,06/10/2021,Gelatina,Delizia,39.3,131,14/08/2021,75,39.7,Agencia,359,23.38,Descuento Porcentual,17/12/2018,29/07/2022
Cliente 202,04/10/2022,Yogurt Griego,Pairumani,13.4,17,15/09/2022,471,12.8,Online,85,98.61,2x1,24/06/2020,25/02/2021
Cliente 203,04/06/2020,Gelatina,Nestle,76.7,115,05/05/2020,387,78,Supermercado,1,84.74,2x1,27/05/2019,12/06/2019
Cliente 204,27/06/2020,Gelatina,Nestle,28.8,83,01/05/2020,186,28.4,Online,511,65.1,Sin Descuento,29/11/2018,11/06/2022
Cliente 205,24/04/2022,Jugo,Delizia,29.4,8,07/03/2022,672,25.5,Supermercado,173,11.32,Sin Descuento,07/10/2018,21/10/2019
Cliente 206,20/09/2020,Mantequilla,Delizia,97,8,15/09/2020,85,98.8,Supermercado,749,72.61,Descuento Porcentual,06/07/2020,12/07/2020
Cliente 207,20/10/2022,Yogurt Griego,Pairumani,12.8,16,12/10/2022,286,11.3,Agencia,687,92.96,2x1,05/02/2018,28/07/2018
Cliente 208,12/01/2022,Yogurt Griego,Delizia,53.7,13,11/12/2021,204,56.1,Supermercado,365,33.86,Sin Descuento,26/07/2022,13/08/2022
Cliente 209,22/12/2022,Leche,Pairumani,80.9,29,24/10/2022,284,80.5,Agencia,78,91.6,2x1,07/06/2018,12/02/2020
Cliente 210,26/03/2021,Queso,Purita,92.9,69,31/01/2021,177,88.3,Agencia,115,87.91,Descuento Porcentual,08/10/2022,30/10/2022
Cliente 211,02/12/2020,Crema de Lecha,Pairumani,78.9,7,23/10/2020,270,81.4,Agencia,17,49.81,Descuento Porcentual,12/08/2022,25/08/2022
Cliente 212,08/08/2022,Yogurt,Pairumani,51.3,25,16/07/2022,51,54.5,Supermercado,27,27.23,Sin Descuento,25/10/2021,23/11/2021
Cliente 213,11/03/2022,Helado,Delizia,79.4,24,11/01/2022,766,82.9,Online,78,83.31,Sin Descuento,04/03/2022,06/03/2022
Cliente 214,15/12/2022,Gelatina,Pairumani,93.1,115,19/11/2022,324,92.7,Online,102,71.3,Descuento Porcentual,13/01/2021,30/01/2021
Cliente 215,14/09/2019,Mermelada,Delizia,17,36,11/09/2019,12,12.6,Online,27,95.8,2x1,20/04/2021,12/05/2021
Cliente 216,12/06/2021,Mantequilla,Delizia,93.3,13,10/06/2021,728,95.7,Online,50,24.54,2x1,29/09/2022,08/10/2022
Cliente 217,06/07/2022,Yogurt,Delizia,78.1,27,03/07/2022,301,73.2,Agencia,229,10.52,2x1,17/09/2019,23/09/2019
Cliente 218,24/08/2020,Jugo,Nestle,39.7,10,21/07/2020,165,36.8,Supermercado,206,72.62,Sin Descuento,03/10/2022,18/10/2022
Cliente 219,03/06/2022,Mantequilla,Delizia,24.7,13,08/05/2022,43,24.1,Online,436,45.92,Sin Descuento,20/06/2018,08/02/2020
Cliente 220,21/05/2021,Mantequilla,Delizia,11.9,10,26/03/2021,77,15.4,Supermercado,192,99.38,Descuento Porcentual,15/05/2020,31/07/2020
Cliente 221,23/09/2021,Mermelada,ILVA,46.4,25,12/08/2021,29,42.9,Online,24,74.38,Sin Descuento,21/02/2020,04/03/2020
Cliente 222,26/11/2020,Helado,Delizia,70.7,30,05/10/2020,63,71.9,Online,225,46.33,Sin Descuento,14/06/2020,03/07/2020
Cliente 223,14/01/2020,Mantequilla,Delizia,52.4,14,28/11/2019,16,50.6,Online,86,84.67,Descuento Porcentual,06/11/2018,06/08/2021
Cliente 224,16/02/2020,Leche,Pairumani,46.6,25,07/02/2020,485,44.8,Agencia,448,82.71,Sin Descuento,16/01/2022,08/02/2022
Cliente 225,10/09/2022,Queso,Delizia,96.9,50,23/08/2022,67,97.5,Agencia,140,67.77,Sin Descuento,27/05/2021,04/01/2022
Cliente 226,03/03/2019,Queso,Purita,61.7,51,24/01/2019,70,58.3,Agencia,317,91.37,2x1,04/03/2018,26/08/2019
Cliente 227,15/07/2020,Leche,Delizia,65.1,2,28/06/2020,658,69.3,Agencia,288,98.86,Descuento Porcentual,28/08/2022,19/09/2022
Cliente 228,22/05/2021,Yogurt Griego,Delizia,67.5,15,19/04/2021,42,67.6,Supermercado,71,42.03,Descuento Porcentual,25/10/2020,22/11/2020
Cliente 229,22/07/2022,Helado,Pairumani,50.3,26,30/06/2022,155,48.1,Supermercado,493,41.66,Sin Descuento,22/11/2020,21/12/2020
Cliente 230,01/08/2022,Mermelada,Delizia,80.8,29,05/07/2022,241,84.9,Online,94,61.29,Descuento Porcentual,06/01/2019,15/06/2022
Cliente 231,04/01/2022,Yogurt,Pairumani,72,25,26/11/2021,302,69.3,Supermercado,33,89.15,Descuento Porcentual,16/07/2022,06/08/2022
Cliente 232,19/10/2022,Mantequilla,Delizia,24.1,11,06/10/2022,1,27.5,Agencia,139,16.12,Sin Descuento,09/03/2021,29/12/2021
Cliente 233,23/12/2021,Mantequilla,Pairumani,23.7,14,26/11/2021,193,19.2,Online,8,55.15,Descuento Porcentual,19/08/2019,07/03/2022
Cliente 234,20/01/2019,Mermelada,Nestle,80.1,38,02/12/2018,197,83,Supermercado,13,91.66,2x1,04/09/2018,13/10/2020
Cliente 235,08/04/2020,Yogurt Griego,Delizia,29.1,16,27/03/2020,6,29.7,Online,47,22.96,Sin Descuento,19/04/2022,18/05/2022
Cliente 236,22/03/2019,Jugo,Pairumani,50.2,14,14/03/2019,2,54,Agencia,2,27.82,2x1,22/05/2018,22/02/2021
Cliente 237,28/06/2019,Yogurt Griego,Nestle,43.7,13,15/06/2019,36,40.4,Supermercado,332,65.83,2x1,06/01/2018,20/04/2021
Cliente 238,03/06/2019,Helado,Pairumani,26.1,23,10/05/2019,218,28.1,Supermercado,257,63.98,Descuento Porcentual,09/01/2018,27/10/2021
Cliente 239,06/01/2020,Yogurt,Pairumani,80.6,24,10/12/2019,107,76.5,Supermercado,144,82.68,Descuento Porcentual,04/07/2021,29/07/2021
Cliente 240,10/08/2020,Yogurt,Delizia,69.4,23,26/06/2020,127,70.2,Online,709,76.7,2x1,08/04/2018,16/08/2019
Cliente 241,06/02/2022,Queso,Pairumani,57.1,69,26/12/2021,71,52.5,Agencia,522,60.71,Descuento Porcentual,26/04/2018,16/02/2019
Cliente 242,09/02/2021,Mermelada,ILVA,54.6,36,24/01/2021,13,52.5,Supermercado,52,50.7,2x1,23/08/2019,31/08/2019
Cliente 243,28/01/2021,Mantequilla,Pairumani,68.4,14,04/12/2020,494,70.1,Supermercado,374,77.61,Descuento Porcentual,13/10/2019,01/12/2022
Cliente 244,26/02/2019,Yogurt Griego,Delizia,68.2,14,02/01/2019,45,71.7,Agencia,14,28.94,Sin Descuento,09/02/2020,14/06/2021
Cliente 245,04/08/2019,Gelatina,Delizia,71.5,138,23/07/2019,353,68.1,Agencia,535,37.75,Sin Descuento,16/11/2019,09/04/2020
Cliente 246,16/04/2022,Yogurt,Pairumani,32.5,28,12/04/2022,138,33.6,Agencia,10,16.41,Descuento Porcentual,10/02/2019,12/11/2021
Cliente 247,25/04/2020,Yogurt Griego,Pairumani,72.8,15,07/04/2020,488,72.6,Supermercado,210,21.16,Descuento Porcentual,07/06/2022,05/07/2022
Cliente 248,20/08/2020,Mantequilla,Delizia,36.6,11,27/07/2020,301,40.6,Online,538,32.63,Sin Descuento,01/07/2022,29/11/2022
Cliente 249,13/03/2019,Gelatina,Delizia,17.4,143,06/03/2019,322,14.5,Agencia,293,48.72,2x1,02/03/2019,15/12/2020
Cliente 250,09/03/2021,Queso,Pairumani,84.7,55,29/01/2021,32,83.1,Online,306,61.48,Descuento Porcentual,29/03/2019,27/03/2020
Cliente 251,13/12/2022,Queso,Delizia,14.5,88,03/12/2022,8,10,Supermercado,92,83.87,Sin Descuento,05/02/2018,24/02/2018
Cliente 252,10/10/2021,Gelatina,Delizia,83.6,104,10/09/2021,57,85.7,Agencia,685,85.25,Descuento Porcentual,15/04/2021,10/05/2021
Cliente 253,18/04/2019,Mantequilla,Delizia,93.7,12,05/04/2019,518,91.4,Agencia,124,98.01,Sin Descuento,14/07/2020,04/08/2020
Cliente 254,24/09/2021,Crema de Lecha,Delizia,38.3,6,27/08/2021,708,41,Online,137,51.22,Sin Descuento,20/07/2018,25/05/2022
Cliente 255,19/01/2022,Mermelada,Delizia,85.8,26,15/12/2021,424,81.7,Agencia,98,74.49,2x1,11/04/2019,25/04/2019
Cliente 256,24/03/2021,Yogurt Griego,Delizia,47.4,15,08/03/2021,8,44.5,Agencia,442,85.03,Sin Descuento,16/08/2018,14/12/2019
Cliente 257,14/10/2020,Crema de Lecha,Pairumani,49.6,7,29/09/2020,285,45.7,Supermercado,410,63.89,Sin Descuento,30/07/2021,09/08/2021
Cliente 258,13/02/2019,Crema de Lecha,Delizia,91.2,6,09/02/2019,287,94.6,Supermercado,488,19.56,Sin Descuento,02/02/2021,10/10/2021
Cliente 259,24/12/2022,Mermelada,ILVA,25.1,29,22/12/2022,304,27.9,Supermercado,108,63.17,Sin Descuento,08/10/2020,11/10/2020
Cliente 260,22/09/2021,Helado,Delizia,27.1,21,30/07/2021,21,28.7,Agencia,6,61.62,Sin Descuento,25/10/2018,21/11/2018
Cliente 261,05/02/2020,Mantequilla,Nestle,92,7,17/01/2020,45,94.6,Online,42,76.75,Sin Descuento,30/09/2019,05/10/2019
Cliente 262,28/02/2019,Queso,Purita,36.6,64,14/02/2019,397,34.5,Agencia,171,12.2,Descuento Porcentual,28/09/2022,30/12/2022
Cliente 263,15/05/2019,Leche,Pairumani,63.4,29,20/04/2019,605,59.3,Agencia,13,16.88,Descuento Porcentual,06/10/2020,20/10/2020
Cliente 264,10/09/2022,Leche,Nestle,52.4,29,22/08/2022,625,54.7,Supermercado,241,51.26,Descuento Porcentual,27/12/2020,07/03/2021
Cliente 265,07/06/2020,Gelatina,Delizia,22,91,04/05/2020,96,26,Supermercado,305,68.57,Descuento Porcentual,09/05/2022,10/05/2022
Cliente 266,16/01/2020,Yogurt,Delizia,44.1,24,11/01/2020,443,46.4,Online,492,93.32,2x1,03/03/2021,29/06/2022
Cliente 267,17/12/2021,Helado,Delizia,73.3,26,27/11/2021,636,69.8,Supermercado,10,35.47,Sin Descuento,12/03/2021,24/02/2022
Cliente 268,06/05/2020,Gelatina,Pairumani,11.3,65,15/03/2020,26,15.6,Online,274,63.07,2x1,27/04/2020,31/10/2020
Cliente 269,02/10/2019,Jugo,Delizia,58.6,11,14/09/2019,310,57.7,Agencia,384,10.69,Descuento Porcentual,05/03/2019,10/03/2019
Cliente 270,11/01/2021,Mantequilla,Nestle,88.9,11,27/11/2020,539,89.4,Online,76,41.25,2x1,28/10/2021,22/11/2021
Cliente 271,06/02/2021,Yogurt Griego,Delizia,96.2,14,25/01/2021,211,92.2,Supermercado,511,25.24,2x1,02/06/2021,19/06/2021
Cliente 272,14/11/2019,Mermelada,Delizia,10.9,29,01/10/2019,163,13.1,Agencia,675,14.99,Sin Descuento,31/03/2021,13/04/2021
Cliente 273,08/09/2020,Yogurt,Delizia,42.2,28,02/09/2020,849,45.8,Agencia,103,16.17,Descuento Porcentual,11/04/2019,10/05/2019
Cliente 274,07/09/2021,Mantequilla,Delizia,86.2,7,22/07/2021,277,88.2,Online,239,50.18,Descuento Porcentual,03/09/2020,07/09/2020
Cliente 275,11/03/2020,Mantequilla,Delizia,18.3,8,19/02/2020,22,23.1,Agencia,453,63.4,2x1,14/03/2018,31/12/2018
Cliente 276,28/09/2020,Yogurt Griego,Delizia,39.4,15,23/09/2020,258,38.6,Online,564,69.75,2x1,05/01/2021,10/10/2021
Cliente 277,12/06/2020,Jugo,Delizia,16.1,11,30/05/2020,146,15,Supermercado,417,56.22,2x1,21/12/2019,05/01/2020
Cliente 278,25/11/2019,Jugo,Pairumani,60.5,14,09/11/2019,578,59.4,Supermercado,78,33.01,2x1,24/12/2018,29/12/2018
Cliente 279,17/05/2021,Yogurt,Delizia,22.6,29,20/04/2021,545,22.1,Agencia,15,15.2,Descuento Porcentual,01/10/2021,07/10/2021
Cliente 280,08/11/2021,Helado,Delizia,65.4,27,16/09/2021,18,64,Agencia,49,15.05,Sin Descuento,15/05/2018,23/05/2021
Cliente 281,13/06/2020,Leche,Nestle,38.7,1,25/05/2020,77,34.1,Online,10,72.66,Sin Descuento,03/04/2020,13/04/2020
Cliente 282,03/07/2019,Leche,Delizia,77.2,1,06/05/2019,299,75.5,Online,521,98.41,Sin Descuento,16/04/2022,09/07/2022
Cliente 283,14/09/2022,Queso,Norland,81.7,31,19/08/2022,552,85.9,Agencia,364,66.31,2x1,04/02/2022,09/02/2022
Cliente 284,10/10/2022,Gelatina,Delizia,37.1,100,06/09/2022,108,32.6,Online,81,76.86,Sin Descuento,12/05/2021,04/09/2021
Cliente 285,02/10/2019,Gelatina,Delizia,30.7,136,27/09/2019,412,32.2,Supermercado,245,55.88,Sin Descuento,05/10/2020,18/10/2020
Cliente 286,03/06/2022,Queso,Norland,87.7,67,27/05/2022,6,89.3,Supermercado,56,65.82,Sin Descuento,11/03/2020,07/02/2022
Cliente 287,03/10/2022,Mermelada,ILVA,46.3,40,22/09/2022,209,51.3,Online,710,45.8,Descuento Porcentual,03/07/2019,27/07/2019
Cliente 288,01/10/2021,Gelatina,Nestle,23.6,66,31/08/2021,327,24.3,Agencia,412,40.66,2x1,10/04/2021,22/11/2022
Cliente 289,18/06/2022,Leche,Nestle,55.2,28,23/04/2022,359,50.5,Supermercado,309,13.47,Descuento Porcentual,03/10/2021,25/12/2022
Cliente 290,18/10/2022,Crema de Lecha,Pairumani,37.2,7,26/09/2022,485,33.2,Supermercado,18,66.94,Sin Descuento,18/03/2020,24/06/2022
Cliente 291,16/09/2022,Mermelada,Pairumani,17.9,32,19/07/2022,225,18.7,Supermercado,41,56.43,2x1,18/11/2018,31/10/2022
Cliente 292,13/04/2019,Yogurt Griego,Delizia,41,16,27/02/2019,7,43.3,Online,5,32.89,Sin Descuento,25/05/2018,09/03/2020
Cliente 293,19/06/2021,Helado,Delizia,30.6,22,03/06/2021,89,28.1,Online,81,69.36,Sin Descuento,10/03/2022,21/03/2022
Cliente 294,14/03/2020,Queso,Pairumani,58.8,53,29/01/2020,150,60.9,Supermercado,79,56.67,Sin Descuento,23/12/2022,28/12/2022
Cliente 295,26/12/2019,Jugo,Nestle,58.6,13,18/12/2019,278,62.2,Online,594,28.28,2x1,09/11/2019,12/02/2021
Cliente 296,13/03/2019,Helado,Delizia,24.7,29,13/02/2019,202,26.6,Agencia,31,88.78,Descuento Porcentual,26/09/2019,19/10/2019
Cliente 297,11/07/2019,Mantequilla,Delizia,12.7,8,08/06/2019,687,13.8,Supermercado,115,40.82,2x1,27/01/2019,05/02/2019
Cliente 298,17/11/2022,Mantequilla,Pairumani,95.2,13,23/10/2022,316,99.2,Agencia,275,11.25,2x1,06/05/2018,23/09/2021
Cliente 299,24/03/2020,Leche,Nestle,33.8,1,18/02/2020,326,29.9,Agencia,456,39.16,Descuento Porcentual,04/10/2021,12/10/2021
Cliente 300,13/01/2021,Crema de Lecha,Nestle,94.9,5,10/01/2021,59,96.9,Agencia,111,51.24,Descuento Porcentual,08/09/2018,14/09/2018
Cliente 301,06/01/2021,Mermelada,Delizia,78.3,35,14/12/2020,157,74.4,Agencia,39,17.79,Sin Descuento,11/05/2018,30/08/2021
Cliente 302,11/03/2019,Mermelada,Pairumani,93.2,25,06/02/2019,112,96.4,Supermercado,39,12.52,2x1,17/07/2019,31/07/2019
Cliente 303,27/02/2021,Jugo,Delizia,93.1,7,02/01/2021,7,92.4,Supermercado,10,68.91,Descuento Porcentual,19/06/2018,26/06/2018
Cliente 304,07/09/2021,Yogurt,Delizia,27.7,30,01/09/2021,267,28.4,Online,304,33.59,Sin Descuento,01/10/2018,06/11/2022
Cliente 305,02/02/2021,Queso,Pairumani,43.6,61,20/01/2021,342,42,Agencia,189,40.27,2x1,15/02/2022,07/03/2022
Cliente 306,01/02/2020,Leche,Nestle,77.8,1,17/01/2020,187,78.6,Online,74,85.28,2x1,14/02/2022,02/03/2022
Cliente 307,26/12/2019,Yogurt Griego,Pairumani,87,16,21/11/2019,122,88.3,Online,584,46.77,Sin Descuento,18/06/2020,22/06/2021
Cliente 308,12/06/2022,Jugo,Delizia,23.8,10,20/05/2022,203,25.5,Supermercado,214,94.2,Descuento Porcentual,04/08/2021,24/10/2021
Cliente 309,22/11/2022,Gelatina,Delizia,88.8,135,21/10/2022,138,86.2,Agencia,188,71.04,Descuento Porcentual,28/09/2019,09/03/2022
Cliente 310,12/10/2019,Jugo,Delizia,61.9,14,09/10/2019,373,66.4,Online,136,19.99,2x1,28/03/2019,24/08/2021
Cliente 311,14/02/2022,Helado,Pairumani,19.4,27,05/01/2022,48,21.2,Online,781,90.1,Descuento Porcentual,25/04/2021,21/04/2022
Cliente 312,02/04/2020,Crema de Lecha,Pairumani,29.5,7,20/02/2020,198,28.5,Online,151,30.3,Descuento Porcentual,22/01/2019,14/02/2019
Cliente 313,02/09/2019,Mermelada,Pairumani,40,32,24/08/2019,84,38.9,Online,142,54.05,Sin Descuento,06/10/2019,23/03/2020
Cliente 314,16/07/2022,Mantequilla,Delizia,18.3,13,30/05/2022,459,19.7,Supermercado,197,24.85,2x1,07/04/2020,09/04/2020
Cliente 315,14/04/2022,Yogurt Griego,Delizia,91.9,13,06/03/2022,182,94.8,Online,355,66.36,2x1,03/01/2019,11/01/2022
Cliente 316,01/09/2020,Yogurt,Pairumani,45.8,27,03/08/2020,495,48.8,Agencia,488,26.95,2x1,30/06/2022,28/07/2022
Cliente 317,06/10/2021,Queso,Delizia,59.3,37,01/09/2021,631,56.4,Supermercado,262,78.67,2x1,28/06/2022,15/08/2022
Cliente 318,05/03/2022,Gelatina,Pairumani,33.5,126,07/01/2022,332,38.2,Supermercado,506,21.65,Sin Descuento,21/06/2021,12/07/2021
Cliente 319,09/07/2021,Gelatina,Nestle,16.1,145,22/06/2021,24,14.4,Agencia,186,41.46,2x1,15/11/2020,07/12/2020
Cliente 320,24/04/2020,Mermelada,ILVA,19.9,38,15/03/2020,183,21.8,Online,220,68.73,Sin Descuento,20/08/2018,01/03/2022
Cliente 321,15/12/2021,Queso,Norland,69.1,88,11/12/2021,193,65.8,Online,202,93.51,Sin Descuento,17/01/2019,13/11/2020
Cliente 322,27/08/2019,Mantequilla,Delizia,23.6,7,06/07/2019,30,25.2,Agencia,23,15.16,Descuento Porcentual,27/03/2020,20/04/2020
Cliente 323,12/01/2022,Yogurt Griego,Delizia,65.4,16,20/11/2021,397,61.2,Agencia,528,23.48,Descuento Porcentual,10/05/2021,22/05/2021
Cliente 324,19/06/2019,Queso,Norland,43.2,70,19/05/2019,20,45.7,Online,306,77.12,2x1,29/01/2018,11/02/2020
Cliente 325,27/03/2020,Yogurt Griego,Delizia,33,17,23/02/2020,651,37,Online,70,23.03,2x1,25/04/2020,24/08/2021
Cliente 326,12/01/2020,Jugo,Delizia,87.3,13,04/12/2019,36,87.8,Supermercado,212,77.22,Descuento Porcentual,22/03/2019,07/04/2019
Cliente 327,11/02/2019,Helado,Pairumani,68.8,21,19/12/2018,114,72.6,Online,549,66.49,Descuento Porcentual,24/05/2021,01/06/2021
Cliente 328,09/04/2021,Queso,Delizia,41.2,53,05/04/2021,82,44.9,Supermercado,313,69.83,2x1,01/11/2018,25/09/2021
Cliente 329,01/04/2020,Crema de Lecha,Delizia,84,6,27/02/2020,20,81.7,Agencia,40,18.29,2x1,17/05/2020,17/07/2020
Cliente 330,15/07/2021,Crema de Lecha,Nestle,47,5,23/06/2021,26,49.2,Agencia,51,68.81,Sin Descuento,03/02/2022,04/03/2022
Cliente 331,21/04/2020,Gelatina,Delizia,59.7,74,16/03/2020,185,57.1,Agencia,1,25.51,Sin Descuento,04/11/2018,29/03/2022
Cliente 332,01/09/2021,Gelatina,Pairumani,38.4,126,19/07/2021,40,35.5,Supermercado,44,81.18,Sin Descuento,14/01/2018,17/05/2019
Cliente 333,23/10/2019,Mermelada,Nestle,88.6,35,31/08/2019,284,90.9,Agencia,442,19.79,Descuento Porcentual,09/05/2020,10/05/2020
Cliente 334,06/07/2021,Helado,Delizia,40,21,24/05/2021,331,35.7,Online,327,92.74,2x1,22/08/2022,16/09/2022
Cliente 335,27/06/2021,Queso,Norland,35,39,13/06/2021,13,37.6,Online,230,75.15,2x1,07/12/2021,18/12/2021
Cliente 336,23/06/2019,Yogurt,Delizia,49.8,22,03/06/2019,713,47.5,Supermercado,162,53.72,Descuento Porcentual,22/02/2021,08/03/2021
Cliente 337,24/11/2019,Mermelada,Nestle,13.2,26,06/10/2019,141,15.5,Supermercado,405,51.21,2x1,21/02/2019,03/09/2021
Cliente 338,10/02/2022,Mermelada,Pairumani,23,28,09/01/2022,57,21.2,Agencia,131,46.7,Descuento Porcentual,26/01/2019,10/02/2020
Cliente 339,27/12/2021,Jugo,Delizia,67,12,20/12/2021,3,63.9,Supermercado,111,34.93,Sin Descuento,28/05/2021,24/06/2021
Cliente 340,19/01/2019,Mermelada,ILVA,33.8,35,18/12/2018,409,33.3,Agencia,545,66.93,2x1,22/09/2018,23/07/2022
Cliente 341,13/06/2019,Jugo,Delizia,69.5,12,15/05/2019,426,67.9,Agencia,118,31.94,Descuento Porcentual,23/11/2018,17/07/2022
Cliente 342,01/05/2020,Jugo,Pairumani,87.4,9,15/04/2020,604,84,Agencia,194,23.34,2x1,16/01/2018,11/04/2021
Cliente 343,18/07/2021,Yogurt Griego,Delizia,97.6,15,05/06/2021,196,97.5,Online,170,39.89,Sin Descuento,17/11/2022,09/12/2022
Cliente 344,03/07/2019,Mermelada,Delizia,89.3,26,01/07/2019,246,86.1,Online,169,91.1,Descuento Porcentual,18/04/2018,27/02/2022
Cliente 345,09/10/2021,Jugo,Delizia,11.4,13,03/09/2021,178,11,Agencia,326,45.68,2x1,14/04/2018,08/05/2018
Cliente 346,04/04/2019,Leche,Nestle,61.7,2,14/02/2019,121,57.6,Supermercado,564,34.07,Descuento Porcentual,09/12/2020,07/01/2021
Cliente 347,24/10/2019,Mermelada,ILVA,53.3,26,07/10/2019,650,57.2,Agencia,201,15.53,2x1,17/09/2022,16/10/2022
Cliente 348,05/11/2019,Queso,Delizia,16.2,53,22/09/2019,934,14.8,Online,32,17.16,Descuento Porcentual,10/02/2018,29/09/2021
Cliente 349,17/05/2022,Yogurt Griego,Delizia,71.2,18,08/04/2022,497,73.1,Supermercado,344,56.46,Sin Descuento,13/07/2021,06/10/2021
Cliente 350,03/11/2021,Yogurt Griego,Delizia,80.5,13,28/09/2021,269,76.6,Agencia,4,21.83,Descuento Porcentual,27/08/2018,29/06/2020
Cliente 351,03/02/2022,Crema de Lecha,Pairumani,79.7,7,30/01/2022,346,78.5,Supermercado,430,95.84,2x1,29/06/2019,13/08/2020
Cliente 352,16/08/2019,Yogurt,Pairumani,90.3,27,08/08/2019,220,89.5,Supermercado,510,45.39,Sin Descuento,21/12/2019,05/01/2020
Cliente 353,20/08/2021,Yogurt,Pairumani,60.9,23,09/08/2021,36,57.9,Online,5,89.53,Descuento Porcentual,15/10/2021,19/10/2021
Cliente 354,25/02/2019,Crema de Lecha,Pairumani,46.3,6,22/02/2019,54,50.4,Online,539,53.4,Sin Descuento,05/08/2019,12/02/2020
Cliente 355,22/04/2019,Mantequilla,Pairumani,22.4,12,01/03/2019,4,25.5,Supermercado,8,74.48,Sin Descuento,04/01/2019,02/08/2021
Cliente 356,02/10/2022,Yogurt Griego,Delizia,54.7,16,07/09/2022,73,57.2,Supermercado,569,20.8,Sin Descuento,08/04/2018,01/12/2021
Cliente 357,20/12/2021,Mantequilla,Nestle,79.3,8,07/12/2021,397,81.9,Supermercado,434,17.69,Sin Descuento,11/12/2018,10/04/2022
Cliente 358,14/04/2021,Helado,Pairumani,47.6,27,11/04/2021,277,46.6,Online,588,25.15,2x1,19/02/2022,03/03/2022
Cliente 359,06/02/2020,Mermelada,Nestle,60.7,30,02/01/2020,172,56.2,Agencia,270,77.08,Descuento Porcentual,16/01/2020,21/11/2020
Cliente 360,05/07/2021,Mermelada,Pairumani,80.3,27,16/06/2021,313,80.1,Agencia,49,10.42,Descuento Porcentual,26/03/2018,25/10/2021
Cliente 361,14/08/2022,Yogurt Griego,Delizia,13.6,15,08/07/2022,465,16.9,Agencia,332,54.86,Descuento Porcentual,11/06/2021,22/06/2021
Cliente 362,25/11/2020,Gelatina,Nestle,38.9,77,15/10/2020,212,41.3,Online,124,52.55,2x1,17/10/2018,06/03/2021
Cliente 363,28/01/2021,Yogurt Griego,Nestle,38.5,13,20/01/2021,649,41.1,Online,175,53.79,Descuento Porcentual,11/11/2019,27/08/2021
Cliente 364,01/10/2019,Leche,Pairumani,68.6,26,27/08/2019,273,71,Online,98,11.66,2x1,06/08/2018,22/06/2019
Cliente 365,02/12/2021,Jugo,Nestle,53.1,9,13/11/2021,128,53,Online,595,34.96,Sin Descuento,24/06/2020,21/07/2020
